Purchase_date,Customer_ID,Title,Item_Price,Total_Amount,Quantity,Category,Book_Age,Author,google_rating,google_ratings_count,google_page_count,google_categories,google_description
2018-01-01T08:57:53+00:00,B07FWXWZT,Database System Concepts (Int'l Ed),999.0,1084.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-02T02:04:01+00:00,B07FWVXXU,ESE 2020 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,640.0,725.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-03T05:08:38+00:00,B07FWVXZS,Objective Type Pharmacy,715.0,800.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-04T16:06:31+00:00,B07FWYXVQ,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-04T20:12:20+00:00,B07FWXATQ,Surveying - Vol. 2,494.0,579.0,1,college,5,"MAHARASHTRA, INDIA (STATE).  GOVERNMENT",0.0,0,0,Unknown,
2018-01-05T02:25:47+00:00,B07FWYYRZ,Political Theory,425.0,510.0,1,college,88,George Holland Sabine,5.0,1,678,Political science,
2018-01-05T02:59:18+00:00,B07FWYSTS,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-05T10:46:03+00:00,B07FWXVTV,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-06T03:11:27+00:00,B07FWWTVV,39 Years' Chapterwise Topicwise Solved Papers (2020-1979) IIT JEE Mathematics,200.0,285.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-06T05:30:58+00:00,B07FWXSXU,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-06T06:28:38+00:00,B07FWXSVW,A Textbook of Microbiology,543.0,628.0,1,college,25,Prof. R.C. Dubey,0.0,0,217,Study Aids,"""Fundamentals of Microbiology"" is an all-encompassing and approachable examination of the realm of microbes, which serves as the foundation for life on our planet. Featuring precise and lucid writing, this book is an indispensable resource for scholars, researchers, and individuals with a keen interest in elucidating the enigmas surrounding microorganisms. By deftly interlacing historical viewpoints, fundamental principles, and current scientific investigations, the text furnishes a comprehensive comprehension of microbiology. The book covers an extensive range of subjects, including the complexities of microbial structure and function as well as the profound effects that microorganisms have on human health, the environment, and industry. Obtaining an understanding of the functions that bacteria, viruses, fungi, and protozoa play in biotechnology, ecological processes, and disease, the reader will be taken on an enthralling voyage through their realm. The book effectively connects theoretical concepts with practical implementation through its abundance of captivating illustrations, insightful examples, and tangible real-world benefits. ""Fundamentals of Microbiology"" cultivates a profound understanding of the profound influence that microorganisms have on the course of our planet. Whether one is a healthcare professional, a student aspiring to enter the scientific field, or an inquisitive individual ardent to comprehend the imperceptible forces that surround us, this book serves as a valuable companion throughout the journey towards uncovering the marvels of microbiology."
2018-01-06T13:52:09+00:00,B07FWYXQQ,A Textbook of Microbiology,543.0,628.0,1,college,25,Prof. R.C. Dubey,0.0,0,217,Study Aids,"""Fundamentals of Microbiology"" is an all-encompassing and approachable examination of the realm of microbes, which serves as the foundation for life on our planet. Featuring precise and lucid writing, this book is an indispensable resource for scholars, researchers, and individuals with a keen interest in elucidating the enigmas surrounding microorganisms. By deftly interlacing historical viewpoints, fundamental principles, and current scientific investigations, the text furnishes a comprehensive comprehension of microbiology. The book covers an extensive range of subjects, including the complexities of microbial structure and function as well as the profound effects that microorganisms have on human health, the environment, and industry. Obtaining an understanding of the functions that bacteria, viruses, fungi, and protozoa play in biotechnology, ecological processes, and disease, the reader will be taken on an enthralling voyage through their realm. The book effectively connects theoretical concepts with practical implementation through its abundance of captivating illustrations, insightful examples, and tangible real-world benefits. ""Fundamentals of Microbiology"" cultivates a profound understanding of the profound influence that microorganisms have on the course of our planet. Whether one is a healthcare professional, a student aspiring to enter the scientific field, or an inquisitive individual ardent to comprehend the imperceptible forces that surround us, this book serves as a valuable companion throughout the journey towards uncovering the marvels of microbiology."
2018-01-06T14:41:53+00:00,B07FWYXZX,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-06T14:41:53+00:00,B07FWYXZX,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-06T14:41:53+00:00,B07FWYXZX,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-07T06:01:58+00:00,B07FWYVTZ,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-07T06:41:35+00:00,B07FWVYWQ,A Textbook of Microbiology,543.0,628.0,1,college,25,Prof. R.C. Dubey,0.0,0,217,Study Aids,"""Fundamentals of Microbiology"" is an all-encompassing and approachable examination of the realm of microbes, which serves as the foundation for life on our planet. Featuring precise and lucid writing, this book is an indispensable resource for scholars, researchers, and individuals with a keen interest in elucidating the enigmas surrounding microorganisms. By deftly interlacing historical viewpoints, fundamental principles, and current scientific investigations, the text furnishes a comprehensive comprehension of microbiology. The book covers an extensive range of subjects, including the complexities of microbial structure and function as well as the profound effects that microorganisms have on human health, the environment, and industry. Obtaining an understanding of the functions that bacteria, viruses, fungi, and protozoa play in biotechnology, ecological processes, and disease, the reader will be taken on an enthralling voyage through their realm. The book effectively connects theoretical concepts with practical implementation through its abundance of captivating illustrations, insightful examples, and tangible real-world benefits. ""Fundamentals of Microbiology"" cultivates a profound understanding of the profound influence that microorganisms have on the course of our planet. Whether one is a healthcare professional, a student aspiring to enter the scientific field, or an inquisitive individual ardent to comprehend the imperceptible forces that surround us, this book serves as a valuable companion throughout the journey towards uncovering the marvels of microbiology."
2018-01-07T16:22:53+00:00,B07FWYTRU,Database System Concepts (Int'l Ed),999.0,1084.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-08T06:50:08+00:00,B07FWXWVY,Database System Concepts (Int'l Ed),999.0,1084.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-08T10:42:50+00:00,B07FWXSZQ,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-08T10:44:06+00:00,B07FWYZWR,ESE 2020 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,450.0,535.0,1,competition ,5,Unknown Author,4.0,1,232,Antiques & Collectibles,2020-21 IES/ESE GENERAL STUDIES & ENGINEERING APTITUDE CIVIL ENGINEERING SOLVED PAPERS
2018-01-08T13:09:33+00:00,B07FWWWZU,ESE 2020 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,640.0,725.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-08T15:02:24+00:00,B07FWVVTW,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-08T19:04:11+00:00,B07FWYWQV,ESE 2020 Mains Examination: Civil Engineering - Conventional Solved Papers - Paper - 1,690.0,775.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T04:00:01+00:00,B07FWXVXV,Database System Concepts (Int'l Ed),999.0,1084.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T09:08:13+00:00,B07FWWUVR,Uchchatar Aarthik Siddhanth,485.0,570.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T11:30:13+00:00,B07FWXUQW,"Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4Â Â (Paperback, BD Chaurasia's)",1480.0,1250.325,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T11:49:30+00:00,B07FWXSXX,"Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4Â Â (Paperback, BD Chaurasia's)",1480.0,1250.325,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T12:45:52+00:00,B07FWWTSR,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-09T12:45:52+00:00,B07FWWTSR,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-10T08:06:27+00:00,B07FWWWVX,Chronicle Year Book 2020 (English),260.0,345.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-10T09:37:22+00:00,B07FWVVTS,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-10T10:20:08+00:00,B07FWXWYU,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-11T06:10:59+00:00,B07FWYTVQ,39 Years' Chapterwise Topicwise Solved Papers (2020-1979) IIT JEE Mathematics,200.0,285.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-11T07:19:24+00:00,B07FWVWYU,Database Systems Concepts,910.0,995.0,1,college,28,Abraham Silberschatz,0.0,0,1349,Computers,
2018-01-11T18:23:13+00:00,B07FWYYST,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T02:39:11+00:00,B07FWWBVW,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-12T04:30:42+00:00,B07FWWTSZ,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T05:26:05+00:00,B07FWWTWR,Database System Concepts (Int'l Ed),999.0,1084.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T05:56:56+00:00,B07FWVYWZ,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T05:56:56+00:00,B07FWVYWZ,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T07:09:35+00:00,B07FWWBQX,Political Theory,425.0,510.0,1,college,88,George Holland Sabine,5.0,1,678,Political science,
2018-01-12T07:50:25+00:00,B07FWXYZS,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T07:50:25+00:00,B07FWXYZS,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T07:50:25+00:00,B07FWXYZS,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),645.0,730.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T07:57:57+00:00,B07FWVBUV,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T07:57:57+00:00,B07FWYUWS,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,615.0,700.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-12T09:45:02+00:00,B07FWYVTY,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-13T03:23:04+00:00,B07FWXWXW,Political Theory,425.0,510.0,1,college,88,George Holland Sabine,5.0,1,678,Political science,
2018-01-13T05:29:38+00:00,B07FWWWZV,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",768.0,853.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-13T10:50:58+00:00,B07FWXYTR,ESE 2020 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,640.0,725.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-14T11:05:04+00:00,B07FWXBXU,39 Years' Chapterwise Topicwise Solved Papers (2020-1979) IIT JEE Chemistry,175.0,260.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-14T13:38:06+00:00,B07FWXYVT,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-14T13:38:06+00:00,B07FWXYVT,English Grammar for Today: A New Introduction,959.0,1044.0,1,School,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T01:57:19+00:00,B07FWYBZQ,39 Years' Chapterwise Topicwise Solved Papers (2020-1979) IIT JEE Chemistry,175.0,260.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T03:15:24+00:00,B07FWYTZV,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-15T03:40:40+00:00,B07FWXYYR,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",768.0,853.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T03:59:26+00:00,B07FWXVVT,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",768.0,853.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T04:33:30+00:00,B07FWWBRT,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",768.0,853.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T04:48:23+00:00,B07FWWSZU,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-15T05:39:08+00:00,B07FWXYYW,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-15T10:54:51+00:00,B07FWWWQW,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-15T11:18:53+00:00,B07FWWAXS,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-15T13:57:40+00:00,B07FWYTUW,Political Theory,425.0,510.0,1,college,88,George Holland Sabine,5.0,1,678,Political science,
2018-01-15T14:36:22+00:00,B07FWYYYR,COMPREHENSIVE TEXTBOOK OF MEDICAL PHYSIOLOGY (2VOLS),1250.0,1250.325,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-15T15:47:52+00:00,B07FWWAZW,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-15T17:46:34+00:00,B07FWXXVY,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-16T13:54:24+00:00,B07FWYVTV,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-17T04:18:18+00:00,B07FWYBZU,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-17T08:25:54+00:00,B07FWWSXY,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-17T11:53:10+00:00,B07FWYYWW,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-17T15:44:41+00:00,B07FWXAZU,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-17T18:52:56+00:00,B07FWWTTS,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-18T10:08:06+00:00,B07FWWYZZ,39 Years' Chapterwise Topicwise Solved Papers IIT JEE MAIN (2020-1979) Combo Pack 3 Books Sets (Mathematics Chemistry Physics),680.0,765.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-18T20:08:00+00:00,B07FWVXYS,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-19T20:08:00+00:00,B07FWWTTS,Ordinary and Partial Differential Equations,899.0,984.0,1,college,20,M.D. Raisinghania,5.0,1,912,Science,"This well-acclaimed book, now in its twentieth edition, continues to offer an in-depth presentation of the fundamental concepts and their applications of ordinary and partial differential equations providing systematic solution techniques. The book provides step-by-step proofs of theorems to enhance students' problem-solving skill and includes plenty of carefully chosen solved examples to illustrate the concepts discussed."
2018-01-20T05:10:31+00:00,B07FWYAZW,Surveying - Vol. 2,494.0,579.0,1,college,5,"MAHARASHTRA, INDIA (STATE).  GOVERNMENT",0.0,0,0,Unknown,
2018-01-20T09:18:09+00:00,B07FWWYTX,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-20T13:13:19+00:00,B07FWWZUT,Shigley's Mechanical Engineering Design - SIE,757.0,842.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-20T13:13:19+00:00,B07FWWZUT,Shigley's Mechanical Engineering Design - SIE,757.0,842.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-20T15:17:44+00:00,B07FWVWUR,"Microwave Devices and Circuits, 3e",308.0,393.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-21T02:35:13+00:00,B07FWYVSS,Shigley's Mechanical Engineering Design - SIE,757.0,842.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-21T02:35:13+00:00,B07FWYVSS,Shigley's Mechanical Engineering Design - SIE,757.0,842.0,1,college,5,Unknown Author,0.0,0,0,Unknown,
2018-01-21T16:01:58+00:00,B07FWXSRX,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",768.0,853.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-21T16:47:03+00:00,B07FWYWVV,ESE 2018 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,640.0,725.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T06:42:08+00:00,B07FWXYRV,ESE 2020 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,450.0,535.0,1,competition ,5,Unknown Author,4.0,1,232,Antiques & Collectibles,2020-21 IES/ESE GENERAL STUDIES & ENGINEERING APTITUDE CIVIL ENGINEERING SOLVED PAPERS
2018-01-22T07:43:40+00:00,B07FWWTZX,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T07:43:40+00:00,B07FWWTZX,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T08:11:51+00:00,B07FWWVWY,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-22T09:36:57+00:00,B07FWXTVZ,A Text Book of Optics,565.0,650.0,1,college,71,J P C Southall,0.0,0,832,Unknown,
2018-01-22T10:13:38+00:00,B07FWXSZV,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T10:13:38+00:00,B07FWXSZV,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T11:11:31+00:00,B07FWWYWV,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T11:11:31+00:00,B07FWWYWV,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T16:17:00+00:00,B07FWYTUR,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T16:17:00+00:00,B07FWYTUR,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T17:10:39+00:00,B07FWVVYW,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-22T17:10:39+00:00,B07FWVVYW,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-23T03:21:35+00:00,B07FWXUQY,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-23T03:21:35+00:00,B07FWXUQY,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-23T09:25:04+00:00,B07FWYWVR,Public Finance,465.0,550.0,1,college,52,Richard Abel Musgrave,0.0,0,660,"Finance, Public",
2018-01-23T23:56:55+00:00,B07FWVXWR,Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I,499.0,584.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-23T23:56:55+00:00,B07FWVXWR,Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I,499.0,584.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T09:01:43+00:00,B07FWVYTY,"NEET Prep Guide 2019(With free bookletrevision points Physics,Chemistry,Biology)",899.0,984.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T15:54:27+00:00,B07FWWSRT,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T15:54:27+00:00,B07FWWSRT,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T16:41:37+00:00,B07FWXUXW,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T16:41:37+00:00,B07FWXUXW,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T17:33:29+00:00,B07FWXSUY,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T17:33:29+00:00,B07FWXSUY,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T18:37:20+00:00,B07FWWBUR,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-24T18:37:20+00:00,B07FWWBUR,Cracking the CSAT Paper-2,595.0,680.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-25T02:48:25+00:00,B07FWVVUU,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-25T03:02:19+00:00,B07FWWXTT,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-25T09:29:43+00:00,B07FWVXUY,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,610.0,695.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
2018-01-25T09:29:43+00:00,B07FWWYQZ,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,615.0,700.0,1,competition ,5,Unknown Author,0.0,0,0,Unknown,
